rms_ch1,mav_ch1,mse_ch1,rms_ch2,mav_ch2,mse_ch2,label
0.04176779836772491,0.03330420332355815,0.0017445489804869235,0.04896337325736344,0.039566764418377316,0.0023974119207398935,index_finger
0.04126333368633921,0.03296911045943304,0.0017026627069101758,0.05125972482544952,0.040136070381231674,0.002627559389180806,index_finger
0.0439456413409702,0.03431456500488759,0.001931219392869189,0.05038266170150814,0.03964418377321603,0.002538412600128615,index_finger
0.046785912071332,0.036725317693059624,0.00218892156834641,0.04961250824214759,0.03894916911045942,0.002461400974077163,index_finger
0.04904844892881013,0.038836754643206246,0.0024057503423220955,0.04815775898721853,0.037442815249266855,0.002319169750671027,index_finger
0.05038292247845682,0.03974565004887585,0.0025384388774701895,0.049052212619408925,0.0386850439882698,0.0024061195628597002,index_finger
0.049281697249766554,0.03921603128054741,0.0024286856838176486,0.04762197989580301,0.03759022482893451,0.002267852969196266,index_finger
0.04802435196282752,0.037608993157380255,0.0023063383814495354,0.046618088021506146,0.03656344086021506,0.0021732461307808946,index_finger
0.04643126407709789,0.03636871945259042,0.0021558622837972007,0.04690348633027391,0.03699902248289343,0.0021999370299341913,index_finger
0.048345327904511806,0.037385728250244374,0.0023372707301947677,0.044342092802003734,0.035043988269794706,0.0019662211940615114,index_finger
0.05061789346733231,0.039824046920821116,0.002562171139070203,0.04551292354793824,0.03599921798631475,0.002071426209880471,index_finger
0.051767145449921774,0.04081818181818182,0.002679837348033357,0.041685134780506616,0.03404809384164222,0.0017376504616690026,index_finger
0.05167685672380108,0.0412218963831867,0.0026704975208522654,0.0432014910037162,0.03524007820136851,0.001866368824944172,index_finger
0.049888316965309924,0.03903851417399805,0.0024888441696312297,0.04364860168697768,0.03556109481915933,0.0019052004292284305,index_finger
0.049931775697307106,0.039409579667644176,0.002493182224286188,0.04409341620309563,0.03568445747800587,0.0019442293524594163,index_finger
0.05064891103618116,0.040132160312805476,0.002565312189150994,0.04431482890469724,0.03606490713587487,0.0019638040608525903,index_finger
0.05038159202775532,0.03946353861192571,0.0025383048152511785,0.04579991663471896,0.03777849462365591,0.0020976323637472067,index_finger
0.05113770849302092,0.040360508308895406,0.002615065229917184,0.04564488993143709,0.03757047898338221,0.002083455976853007,index_finger
0.052333969015947786,0.04170087976539588,0.002738844312962183,0.045153777415228434,0.03688172043010752,0.0020388636148639936,index_finger
0.05221961526189199,0.042376148582600186,0.002726888218100023,0.047790066548935514,0.038689345063538605,0.0022838904607516853,index_finger
0.04995527889782406,0.039876050830889534,0.0024955298897593858,0.04691578968624589,0.03750009775171065,0.002201091321884057,index_finger
0.05039191134596621,0.04002287390029324,0.0025393447290997183,0.04903873154433884,0.039753665689149564,0.002404797191477733,index_finger
0.049870021945217335,0.03953000977517105,0.0024870190888164586,0.04774375678526285,0.03869560117302053,0.0022794663119703328,index_finger
